lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
lyhyt,lyhyillä,ADJ,ADJ,0.4954984052356523,1.8117310397270503,PRON,"ADJ: 0.50, PRON: 0.24, PROPN: 0.16, NUM: 0.10",True,19,0,2.995732273553991
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
tämä,Tämän,PRON,PRON,0.6699904707801017,1.393791383094814,PROPN,"PRON: 0.67, PROPN: 0.15, ADJ: 0.14",True,1264,0,7.142827401161621
vuoksi,vuoksi,ADP,ADP,1.0,0.0,,ADP: 1.00,True,95,0,4.564348191467836
olla,olisi,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
laatia,laadittava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,30,0,3.4339872044851463
erityis#menettely,erityismenettelyt,NOUN,NOUN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,joilla,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
varmistaa,varmistetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,30,0,3.4339872044851463
vaatimus,vaatimusten,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,20,0,3.044522437723423
hyvä,parempi,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,348,0,5.855071922202427
noudattaminen,noudattaminen,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
etenkin,etenkin,ADV,ADV,0.03825730882530264,1.5999678628633234,PRON,"PRON: 0.53, CCONJ: 0.27, ADJ: 0.16",True,12,0,2.5649493574615367
lisätä,lisäämällä,VERB,VERB,1.0,0.0,,VERB: 1.00,True,90,0,4.51085950651685
tällainen,tällaisten,ADJ,ADJ,0.550982851633011,0.9924870961282869,PRON,"ADJ: 0.55, PRON: 0.45",True,78,0,4.3694478524670215
kuljetus#toimi,kuljetustoimien,NOUN,NOUN,,,,,False,0,0,0.0
jäljitettävyys,jäljitettävyyttä,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
(,(,PUNCT,PUNCT,,,,,True,779,0,6.659293919683638
19,19,NUM,NUM,0.9842568340780913,0.11682073285597473,ADJ,NUM: 0.98,True,13,0,2.6390573296152584
),),PUNCT,PUNCT,,,,,True,846,0,6.741700694652055
tie#liikenne,Tieliikenteen,NOUN,NOUN,0.014439928019757334,0.10896399967314503,ADJ,ADJ: 0.99,True,23,0,3.1780538303479458
sosiaali#lain#säädäntö,sosiaalilainsäädännön,NOUN,NOUN,,,,,False,0,0,0.0
yhdenmukaistaminen,yhdenmukaistamisesta,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
20,20,NUM,NUM,0.9431455809883602,0.31482945984233485,ADP,"NUM: 0.94, ADP: 0.06",True,34,0,3.5553480614894135
päivä,päivänä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,282,0,5.645446897643238
joulukuu,joulukuuta,NOUN,NOUN,0.8089176061996181,0.7037302604577218,ADV,"NOUN: 0.81, ADV: 0.19",True,38,0,3.6635616461296463
1985,1985,NUM,NUM,,,,,True,9,0,2.302585092994046
antaa,annetussa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,304,0,5.720311776607412
neuvosto,neuvoston,NOUN,NOUN,0.017497269352448913,1.5202828638717092,PRON,"PRON: 0.46, PROPN: 0.40, ADJ: 0.12",True,120,0,4.795790545596741
asetus,asetuksessa,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,199,0,5.298317366548036
(,(,PUNCT,PUNCT,,,,,True,779,0,6.659293919683638
ETY,ETY,NOUN,NOUN,0.0,0.0,PROPN,PROPN: 1.00,True,18,0,2.9444389791664403
),),PUNCT,PUNCT,,,,,True,846,0,6.741700694652055
N:o,N:o,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,84,0,4.442651256490317
3820/85,3820/85,NUM,NUM,,,,,False,0,0,0.0
säätää,säädetään,VERB,VERB,1.0,0.0,,VERB: 1.00,True,63,0,4.1588830833596715
kuljettaja,kuljettajien,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
ajo#jakso,ajojaksojen,NOUN,NOUN,,,,,False,0,0,0.0
enimmäis#pituus,enimmäispituudesta,NOUN,NOUN,,,,,False,0,0,0.0
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
lepo#jakso,lepojaksojen,NOUN,NOUN,,,,,False,0,0,0.0
vähimmäis#pituus,vähimmäispituudesta,NOUN,NOUN,,,,,False,0,0,0.0
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
olla,On,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
asian#mukainen,asianmukaista,ADJ,ADJ,0.42245698798535286,0.9825801582481467,NUM,"NUM: 0.58, ADJ: 0.42",True,13,0,2.6390573296152584
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
eläin,eläinten,NOUN,NOUN,0.3765743271585171,1.2834111754124227,PRON,"PRON: 0.55, NOUN: 0.38, ADJ: 0.07",True,26,0,3.295836866004329
kuljetus,kuljetuksia,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,16,0,2.833213344056216
säännellä,säännellään,VERB,VERB,,,,,True,7,0,2.0794415416798357
vastaavasti,vastaavasti,ADV,ADV,,,,,True,5,0,1.791759469228055
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
tie#liikenne,Tieliikenteen,NOUN,NOUN,0.014439928019757334,0.10896399967314503,ADJ,ADJ: 0.99,True,23,0,3.1780538303479458
valvonta#laite,valvontalaitteista,NOUN,NOUN,,,,,False,0,0,0.0
20,20,NUM,NUM,0.9431455809883602,0.31482945984233485,ADP,"NUM: 0.94, ADP: 0.06",True,34,0,3.5553480614894135
päivä,päivänä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,282,0,5.645446897643238
joulukuu,joulukuuta,NOUN,NOUN,0.8089176061996181,0.7037302604577218,ADV,"NOUN: 0.81, ADV: 0.19",True,38,0,3.6635616461296463
1985,1985,NUM,NUM,,,,,True,9,0,2.302585092994046
antaa,annetussa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,304,0,5.720311776607412
neuvosto,neuvoston,NOUN,NOUN,0.017497269352448913,1.5202828638717092,PRON,"PRON: 0.46, PROPN: 0.40, ADJ: 0.12",True,120,0,4.795790545596741
asetus,asetuksessa,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,199,0,5.298317366548036
(,(,PUNCT,PUNCT,,,,,True,779,0,6.659293919683638
ETY,ETY,NOUN,NOUN,0.0,0.0,PROPN,PROPN: 1.00,True,18,0,2.9444389791664403
),),PUNCT,PUNCT,,,,,True,846,0,6.741700694652055
N:o,N:o,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,84,0,4.442651256490317
3821/85,3821/85,NUM,NUM,,,,,False,0,0,0.0
säätää,säädetään,VERB,VERB,1.0,0.0,,VERB: 1.00,True,63,0,4.1588830833596715
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
että,että,SCONJ,SCONJ,0.7388018299594908,1.1562278775430734,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,1286,0,7.160069207596127
maan#tie#ajo#neuvo,maantieajoneuvoihin,NOUN,NOUN,,,,,False,0,0,0.0
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
asentaa,asennettava,VERB,VERB,,,,,True,6,0,1.9459101490553132
valvonta#laite,valvontalaitteet,NOUN,NOUN,,,,,False,0,0,0.0
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
se,niitä,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
käyttää,käytettävä,VERB,VERB,1.0,0.0,,VERB: 1.00,True,250,0,5.5254529391317835
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
jotta,jotta,SCONJ,SCONJ,0.7393512506607924,1.15722273827799,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,74,0,4.31748811353631
voida,voidaan,AUX,AUX,0.9488659363651245,0.3186097658233126,ADV,AUX: 0.95,True,751,0,6.62273632394984
tehokkaasti,tehokkaasti,ADV,ADV,,,,,True,9,0,2.302585092994046
varmistaa,varmistaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,30,0,3.4339872044851463
tie#liikenne,tieliikennettä,NOUN,NOUN,0.014439928019757334,0.10896399967314503,ADJ,ADJ: 0.99,True,23,0,3.1780538303479458
koskea,koskevan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,217,0,5.384495062789089
sosiaali#lain#säädäntö,sosiaalilainsäädännön,NOUN,NOUN,,,,,False,0,0,0.0
noudattaminen,noudattaminen,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
tällainen,Tällaiset,ADJ,ADJ,0.550982851633011,0.9924870961282869,PRON,"ADJ: 0.55, PRON: 0.45",True,78,0,4.3694478524670215
valvonta#tieto,valvontatiedot,NOUN,NOUN,,,,,False,0,0,0.0
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
asettaa,asetettava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,46,0,3.8501476017100584
saada,saataville,VERB,VERB,1.0,0.0,,VERB: 1.00,True,599,0,6.396929655216146
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
tarkistaa,tarkistettava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,24,0,3.2188758248682006
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
jotta,jotta,SCONJ,SCONJ,0.7393512506607924,1.15722273827799,CCONJ,"SCONJ: 0.74, CCONJ: 0.17, PRON: 0.07",True,74,0,4.31748811353631
voida,voidaan,AUX,AUX,0.9488659363651245,0.3186097658233126,ADV,AUX: 0.95,True,751,0,6.62273632394984
varmistaa,varmistaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,30,0,3.4339872044851463
eläin,eläinten,NOUN,NOUN,0.3765743271585171,1.2834111754124227,PRON,"PRON: 0.55, NOUN: 0.38, ADJ: 0.07",True,26,0,3.295836866004329
hyvin#vointi,hyvinvointia,NOUN,NOUN,,,,,True,6,0,1.9459101490553132
koskea,koskevan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,217,0,5.384495062789089
lain#säädäntö,lainsäädännön,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,33,0,3.5263605246161616
mukainen,mukaisten,ADJ,ADJ,0.25937396336016927,1.2845300533492758,NOUN,"NOUN: 0.63, ADJ: 0.26, ADV: 0.11",True,35,0,3.58351893845611
kuljetus#aika#rajoitus,kuljetusaikarajoitusten,NOUN,NOUN,,,,,False,0,0,0.0
noudattaminen,noudattaminen,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
(,(,PUNCT,PUNCT,,,,,True,779,0,6.659293919683638
20,20,NUM,NUM,0.9431455809883602,0.31482945984233485,ADP,"NUM: 0.94, ADP: 0.06",True,34,0,3.5553480614894135
),),PUNCT,PUNCT,,,,,True,846,0,6.741700694652055
toimi#valtainen,Toimivaltaisten,ADJ,ADJ,,,,,True,7,0,2.0794415416798357
viran#omainen,viranomaisten,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,22,0,3.1354942159291497
välinen,välinen,ADJ,ADJ,0.609655489396926,0.9650215134562067,NOUN,"ADJ: 0.61, NOUN: 0.39",True,76,0,4.343805421853684
riittämätön,riittämätön,ADJ,ADJ,,,,,True,8,0,2.1972245773362196
tieto#vaihto,tiedonvaihto,NOUN,NOUN,,,,,False,0,0,0.0
johtaa,johtaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,67,0,4.219507705176107
eläin,eläinten,NOUN,NOUN,0.3765743271585171,1.2834111754124227,PRON,"PRON: 0.55, NOUN: 0.38, ADJ: 0.07",True,26,0,3.295836866004329
suojelu,suojelua,NOUN,NOUN,,,,,True,5,0,1.791759469228055
kuljetus,kuljetusten,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,16,0,2.833213344056216
aika,aikana,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,388,0,5.963579343618446
koskea,koskevan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,217,0,5.384495062789089
yhteisö,yhteisön,NOUN,NOUN,0.040800948649665096,1.0107539010755047,ADJ,"ADJ: 0.73, PROPN: 0.23",True,173,0,5.159055299214529
lain#säädäntö,lainsäädännön,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,33,0,3.5263605246161616
puutteellinen,puutteelliseen,ADJ,ADJ,,,,,True,2,0,1.0986122886681098
täytäntöönpano,täytäntöönpanoon,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,18,0,2.9444389791664403
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
tämä,Tämän,PRON,PRON,0.6699904707801017,1.393791383094814,PROPN,"PRON: 0.67, PROPN: 0.15, ADJ: 0.14",True,1264,0,7.142827401161621
vuoksi,vuoksi,ADP,ADP,1.0,0.0,,ADP: 1.00,True,95,0,4.564348191467836
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
luoda,luotava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,38,0,3.6635616461296463
joustava,joustavia,ADJ,ADJ,,,,,True,3,0,1.3862943611198906
menettely,menettelyjä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,35,0,3.58351893845611
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,joilla,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
voida,voidaan,AUX,AUX,0.9488659363651245,0.3186097658233126,ADV,AUX: 0.95,True,751,0,6.62273632394984
parantaa,parantaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,19,0,2.995732273553991
eri,eri,ADJ,ADJ,0.7034925301284265,0.9433823669229152,PRON,"ADJ: 0.70, PRON: 0.29",True,107,0,4.68213122712422
jäsen#valtio,jäsenvaltioiden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,194,0,5.272999558563747
toimi#valtainen,toimivaltaisten,ADJ,ADJ,,,,,True,7,0,2.0794415416798357
viran#omainen,viranomaisten,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,22,0,3.1354942159291497
välinen,välistä,ADJ,ADJ,0.609655489396926,0.9650215134562067,NOUN,"ADJ: 0.61, NOUN: 0.39",True,76,0,4.343805421853684
yhteis#työ,yhteistyötä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,39,0,3.6888794541139363
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
(,(,PUNCT,PUNCT,,,,,True,779,0,6.659293919683638
21,21,NUM,NUM,0.7609040711337497,0.793533605538385,ADJ,"NUM: 0.76, ADJ: 0.24",True,11,0,2.4849066497880004
),),PUNCT,PUNCT,,,,,True,846,0,6.741700694652055
rekisteröidä,Rekisteröityjä,VERB,ADJ,1.0,0.0,,VERB: 1.00,True,13,1,2.6390573296152584
hevos#eläin,hevoseläimiä,NOUN,NOUN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
sellainen,sellaisina,ADJ,ADJ,0.32291872801785315,1.1690605881486251,PRON,"PRON: 0.63, ADJ: 0.32, PROPN: 0.05",True,144,0,4.976733742420574
kuin,kuin,SCONJ,SCONJ,0.0,1.5657763208605415,CCONJ,"CCONJ: 0.65, PRON: 0.17, AUX: 0.11",True,394,0,5.978885764901122
se,ne,PRON,PRON,0.7651175648529579,1.1544352977758683,ADV,"PRON: 0.77, ADV: 0.09, NOUN: 0.08, PROPN: 0.06",True,2716,0,7.907283609426348
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
määritellä,määritelty,VERB,VERB,1.0,0.0,,VERB: 1.00,True,44,0,3.8066624897703196
direktiivi,direktiivin,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
90/426/ETY,90/426/ETY,NUM,NUM,,,,,False,0,0,0.0
2,2,NUM,NUM,0.5346804122025701,1.6313515321386343,CCONJ,"NUM: 0.53, CCONJ: 0.26, PROPN: 0.14, ADJ: 0.06",True,125,0,4.836281906951478
artikla,artiklan,NOUN,NOUN,0.11779622035305616,0.5229928162319356,SYM,"SYM: 0.88, NOUN: 0.12",True,219,0,5.393627546352362
c,c,NOUN,NOUN,,,,,True,8,0,2.1972245773362196
ala#kohta,alakohdassa,NOUN,NOUN,0.8595326411843969,0.5854614748212444,ADV,"NOUN: 0.86, ADV: 0.14",True,16,0,2.833213344056216
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
kuljettaa,kuljetetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,11,0,2.4849066497880004
usein,usein,ADV,ADV,0.9837393484439736,0.11989584076296089,NOUN,ADV: 0.98,True,82,0,4.418840607796598
muu,muihin,PRON,PRON,0.45117483354725035,0.9931105539659513,ADJ,"ADJ: 0.55, PRON: 0.45",True,341,0,5.834810737062605
kuin,kuin,SCONJ,SCONJ,0.0,1.5657763208605415,CCONJ,"CCONJ: 0.65, PRON: 0.17, AUX: 0.11",True,394,0,5.978885764901122
kaupallinen,kaupallisiin,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,11,0,2.4849066497880004
tarkoitus,tarkoituksiin,NOUN,NOUN,0.23244051758095371,1.167737254889945,ADJ,"ADJ: 0.68, NOUN: 0.23, VERB: 0.09",True,64,0,4.174387269895637
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
tällainen,tällaiset,ADJ,ADJ,0.550982851633011,0.9924870961282869,PRON,"ADJ: 0.55, PRON: 0.45",True,78,0,4.3694478524670215
kuljetus,kuljetukset,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,16,0,2.833213344056216
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
suorittaa,suoritettava,VERB,VERB,1.0,0.0,,VERB: 1.00,True,35,0,3.58351893845611
yhdenmukaisesti,yhdenmukaisesti,ADV,ADV,,,,,False,0,0,0.0
tämä,tämän,PRON,PRON,0.6699904707801017,1.393791383094814,PROPN,"PRON: 0.67, PROPN: 0.15, ADJ: 0.14",True,1264,0,7.142827401161621
asetus,asetuksen,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,199,0,5.298317366548036
yleinen,yleisten,ADJ,ADJ,0.48936833231451216,1.5037225508663397,NUM,"ADJ: 0.49, NUM: 0.29, PRON: 0.22",True,37,0,3.6375861597263857
tavoite,tavoitteiden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,55,0,4.02535169073515
kanssa,kanssa,ADP,ADP,1.0,0.0,,ADP: 1.00,True,251,0,5.529429087511423
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
kun,Kun,SCONJ,SCONJ,0.7412913343034834,1.1290888029298842,CCONJ,"SCONJ: 0.74, CCONJ: 0.18",True,455,0,6.1224928095143865
ottaa,otetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,299,0,5.703782474656201
huomio,huomioon,NOUN,NOUN,0.0,1.2648865430026384,ADV,"ADV: 0.62, PRON: 0.29, PROPN: 0.09",True,145,0,4.983606621708336
tällainen,tällaisten,ADJ,ADJ,0.550982851633011,0.9924870961282869,PRON,"ADJ: 0.55, PRON: 0.45",True,78,0,4.3694478524670215
siirto,siirtojen,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,12,0,2.5649493574615367
luonne,luonne,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,11,0,2.4849066497880004
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
olla,on,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
ilmeinen,ilmeisen,ADJ,ADJ,,,,,True,4,0,1.6094379124341003
asian#mukainen,asianmukaista,ADJ,ADJ,0.42245698798535286,0.9825801582481467,NUM,"NUM: 0.58, ADJ: 0.42",True,13,0,2.6390573296152584
poiketa,poiketa,VERB,VERB,,,,,True,8,0,2.1972245773362196
tietty,tietyistä,ADJ,ADJ,0.5562227266883321,0.9908599781846203,PRON,"ADJ: 0.56, PRON: 0.44",True,57,0,4.060443010546419
säännös,säännöksistä,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,25,0,3.258096538021482
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
kun,kun,SCONJ,SCONJ,0.7412913343034834,1.1290888029298842,CCONJ,"SCONJ: 0.74, CCONJ: 0.18",True,455,0,6.1224928095143865
rekisteröidä,rekisteröityjä,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
hevos#eläin,hevoseläimiä,NOUN,NOUN,,,,,False,0,0,0.0
kuljettaa,kuljetetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,11,0,2.4849066497880004
kilpailu,kilpailuihin,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,28,0,3.367295829986474
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
kilpa#ajo,kilpa-ajoihin,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
kulttuuri#tapahtuma,kulttuuritapahtumiin,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
tai,tai,CCONJ,CCONJ,0.656142058238556,1.6514772197521215,PRON,"CCONJ: 0.66, PRON: 0.11, AUX: 0.10, SCONJ: 0.09",True,560,0,6.329720905522696
siitos#tarkoitus,siitostarkoituksia,NOUN,NOUN,,,,,False,0,0,0.0
varten,varten,ADP,ADP,0.4294865744780645,1.082860530499889,NUM,"NUM: 0.56, ADP: 0.43",True,36,0,3.6109179126442243
.,.,PUNCT,PUNCT,,,,,True,10340,0,9.243871855184976
tällainen,Tällaista,ADJ,ADJ,0.550982851633011,0.9924870961282869,PRON,"ADJ: 0.55, PRON: 0.45",True,78,0,4.3694478524670215
poikkeus,poikkeusta,NOUN,NOUN,0.4217381228431777,0.9822543329243164,ADV,"ADV: 0.58, NOUN: 0.42",True,14,0,2.70805020110221
ei,ei,AUX,AUX,0.0,1.703893356163907,SCONJ,"SCONJ: 0.45, PRON: 0.37, ADV: 0.10, PROPN: 0.06",True,1924,0,7.562681246721884
kuitenkaan,kuitenkaan,ADV,ADV,1.0,0.0,,ADV: 1.00,True,57,0,4.060443010546419
olla,ole,AUX,AUX,0.0,1.5697403538344468,CCONJ,"CCONJ: 0.66, SCONJ: 0.13, PRON: 0.10, PROPN: 0.05",True,6525,0,8.783549477153265
asian#mukainen,asianmukaista,ADJ,ADJ,0.42245698798535286,0.9825801582481467,NUM,"NUM: 0.58, ADJ: 0.42",True,13,0,2.6390573296152584
soveltaa,soveltaa,VERB,VERB,1.0,0.0,,VERB: 1.00,True,88,0,4.48863636973214
hevos#eläin,hevoseläimiin,NOUN,NOUN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
joka,joita,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
kuljettaa,kuljetetaan,VERB,VERB,1.0,0.0,,VERB: 1.00,True,11,0,2.4849066497880004
joko,joko,CCONJ,CCONJ,0.0,1.697719506055184,PRON,"PRON: 0.54, ADV: 0.22, ADJ: 0.12, PROPN: 0.12",True,29,0,3.4011973816621555
suoraan,suoraan,ADV,ADV,0.07345485377621089,1.8719834705736103,PRON,"PRON: 0.51, CCONJ: 0.25, PROPN: 0.10, ADV: 0.07, ADJ: 0.07",True,22,0,3.1354942159291497
tai,tai,CCONJ,CCONJ,0.656142058238556,1.6514772197521215,PRON,"CCONJ: 0.66, PRON: 0.11, AUX: 0.10, SCONJ: 0.09",True,560,0,6.329720905522696
markkinat,markkinoiden,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,42,0,3.7612001156935624
tai,tai,CCONJ,CCONJ,0.656142058238556,1.6514772197521215,PRON,"CCONJ: 0.66, PRON: 0.11, AUX: 0.10, SCONJ: 0.09",True,560,0,6.329720905522696
keräily#keskus,keräilykeskuksen,NOUN,NOUN,,,,,False,0,0,0.0
kautta,kautta,ADP,ADP,1.0,0.0,,ADP: 1.00,True,56,0,4.04305126783455
teurastamo,teurastamoon,NOUN,NOUN,,,,,False,0,0,0.0
teurastaa,teurastettaviksi,VERB,VERB,,,,,True,1,0,0.6931471805599453
",",",",PUNCT,PUNCT,,,,,True,8704,0,9.07165285220229
ja,ja,CCONJ,CCONJ,0.6915585843696935,1.4699791094392378,SCONJ,"CCONJ: 0.69, SCONJ: 0.12, PRON: 0.09, PROPN: 0.09",True,4710,0,8.45765547870004
joka,joita,PRON,PRON,0.11269135846514312,1.5132013823739865,SCONJ,"SCONJ: 0.64, CCONJ: 0.19, PRON: 0.11",True,1506,0,7.317876198626496
direktiivi,direktiivin,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
90/426/ETY,90/426/ETY,NUM,NUM,,,,,False,0,0,0.0
2,2,NUM,NUM,0.5346804122025701,1.6313515321386343,CCONJ,"NUM: 0.53, CCONJ: 0.26, PROPN: 0.14, ADJ: 0.06",True,125,0,4.836281906951478
artikla,artiklan,NOUN,NOUN,0.11779622035305616,0.5229928162319356,SYM,"SYM: 0.88, NOUN: 0.12",True,219,0,5.393627546352362
d,d,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
