row_idx,lexunit,primary_cluster,clusters_above_threshold,entropy
1327,"('finance', 'NOUN')",8,"[(2, 0.10594766721101662), (7, 0.210995645885089), (8, 0.3320727784181541)]",0.848526522487278
1332,"('fleur', 'NOUN')",8,"[(7, 0.11899891502346949), (8, 0.6497929435069726)]",0.7695806828713195
1335,"('flux', 'NOUN')",7,"[(7, 0.7789077523031489), (8, 0.10482483829771228)]",0.6218717728004715
1337,"('fois', 'NOUN')",8,"[(7, 0.13652641059671577), (8, 0.6436090040135568)]",0.8013762732647176
1339,"('fonctionnaire', 'NOUN')",7,"[(5, 0.10443278075955811), (7, 0.5867600076264259), (8, 0.14017378759925303)]",0.7502048053341472
1340,"('fonctionnement', 'NOUN')",7,"[(7, 0.7377156637240867), (8, 0.10805450472046807)]",0.6706294844636249
1343,"('fondateur', 'NOUN')",7,"[(5, 0.11498363646882559), (7, 0.5721451765963533), (8, 0.14951174141841062)]",0.7757961905579913
1348,"('footballeur', 'NOUN')",7,"[(5, 0.21856041309556323), (7, 0.27723555037999037), (8, 0.15421210470049806)]",0.8886788582116295
1357,"('fort', 'NOUN')",7,"[(7, 0.7382218045212445), (8, 0.11868407999789227)]",0.6881779527594158
1363,"('frais', 'ADJ')",5,"[(5, 0.3696281314609339), (7, 0.11605904489609928)]",0.8913353349105907
1364,"('franc', 'NOUN')",2,"[(2, 0.30846183986265785), (6, 0.17642937878372048), (7, 0.14327068880369778)]",0.8622269563049227
1366,"('franchise', 'NOUN')",8,"[(7, 0.1064190034978694), (8, 0.7896273405784167)]",0.6130349284397021
1371,"('froid', 'ADJ')",9,"[(0, 0.12098793198397934), (5, 0.11585059695053918), (8, 0.10038303271041848), (9, 0.3255902075798685)]",0.7944571958454121
1376,"('frère', 'NOUN')",7,"[(7, 0.7063244280881718), (8, 0.1307987107477349)]",0.7381295374089901
1387,"('février', 'NOUN')",7,"[(2, 0.12304346437140867), (5, 0.10871108428210687), (7, 0.16195570080275545), (8, 0.11078742185456913)]",0.7484823721686955
1399,"('gauche', 'NOUN')",8,"[(2, 0.28179927549663714), (7, 0.10825959200534634), (8, 0.37258325814057225)]",0.8787909213458401
1402,"('gens', 'NOUN')",7,"[(7, 0.40449073532340296), (8, 0.2966849239155724)]",1.0482802992887306
1405,"('glace', 'NOUN')",2,"[(2, 0.4643424969908288), (8, 0.18336934885284262)]",0.9626428390438991
1414,"('gratuit', 'ADJ')",9,"[(0, 0.11894548454480362), (9, 0.5210408113478894)]",0.8554116407679911
1415,"('grave', 'ADJ')",0,"[(0, 0.5074592309038508), (9, 0.2016622027681485)]",0.9624551049282786
1416,"('gravure', 'NOUN')",8,"[(7, 0.1199967706605981), (8, 0.6887022588251032)]",0.737616680113509
1424,"('guitare', 'NOUN')",8,"[(7, 0.12904228922929242), (8, 0.7338089413469013)]",0.7088648006579243
1433,"('h', 'NOUN')",8,"[(2, 0.1254368447361985), (5, 0.12922192864970308), (6, 0.1244993152698272), (7, 0.1356445479738665), (8, 0.15810543628662163)]",0.8368204687436253
1434,"('h', 'NUM')",6,"[(2, 0.13380990233515117), (4, 0.1006700150617929), (5, 0.11070080451402431), (6, 0.17203131797182908), (7, 0.1328389244502895), (8, 0.11911976126752738)]",0.8752802350300614
1435,"('ha', 'NOUN')",7,"[(2, 0.12478738919588887), (5, 0.12432415499967232), (6, 0.1457735349193435), (7, 0.1592268884739611), (8, 0.10833611006732732)]",0.8282157847309537
1436,"('habitant', 'NOUN')",7,"[(5, 0.12076005238253333), (7, 0.3450658662117217), (8, 0.1566310786332772)]",0.8308755279196304
1437,"('habitat', 'NOUN')",7,"[(7, 0.740710465430875), (8, 0.13575851337307152)]",0.7118459634577778
1438,"('habitation', 'NOUN')",8,"[(2, 0.10505451368186242), (7, 0.15657885851336398), (8, 0.5109880597057901)]",0.792023389831549
1440,"('hasard', 'NOUN')",7,"[(7, 0.714120264410712), (8, 0.10886363966156976)]",0.6951907733325297
1444,"('hectare', 'NOUN')",6,"[(2, 0.21615251079712297), (6, 0.23275429417357188), (7, 0.12073960392747825)]",0.8425690684777246
1445,"('heure', 'NOUN')",8,"[(7, 0.1560437465634773), (8, 0.6458765092741814)]",0.8255285113537736
1446,"('heureux', 'ADJ')",5,"[(5, 0.5349711510416958), (7, 0.11318585682216488)]",0.8385634884639178
1451,"('hiver', 'NOUN')",7,"[(7, 0.6396392519782866), (8, 0.12792801266160247)]",0.7918667103690976
1452,"('hockey', 'NOUN')",2,"[(2, 0.45206359029078824), (7, 0.11360310900154076)]",0.8742728312583473
1453,"('hommage', 'NOUN')",7,"[(5, 0.126334433459901), (7, 0.35554933481084083), (8, 0.13181298292595967)]",0.8156981628811275
1455,"('honneur', 'NOUN')",7,"[(2, 0.15290166229573973), (7, 0.5289506946718404), (8, 0.15700970108011814)]",0.8326013434813757
1456,"('hors', 'ADV')",5,"[(3, 0.14776771549306572), (5, 0.31244475349795964), (7, 0.11911327715200994), (8, 0.11550516606176307)]",0.82866256205216
1458,"('huit', 'NUM')",1,"[(0, 0.10026216601866755), (1, 0.5151444727672098)]",0.8256530038587535
1461,"('humanité', 'NOUN')",8,"[(7, 0.18425665725931278), (8, 0.6756513550394738)]",0.8318067711736294
1463,"('hypothèse', 'NOUN')",8,"[(7, 0.1265099205502707), (8, 0.7510502440111214)]",0.6875360757478919
1465,"('héritier', 'NOUN')",7,"[(7, 0.7144085993583119), (8, 0.11650567639153718)]",0.7079613984505615
1466,"('héros', 'NOUN')",7,"[(7, 0.7794412939465336), (8, 0.10801460964965653)]",0.6270022645042681
1467,"('hésiter', 'VERB')",5,"[(5, 0.41308925464204727), (7, 0.10384220321467393)]",0.8661928899661571
1469,"('hôte', 'NOUN')",7,"[(7, 0.5173403079544102), (8, 0.1381317953140105)]",0.8863828611589539
1486,"('important', 'ADJ')",0,"[(0, 0.39277069954279664), (9, 0.19422022813660114)]",0.9887316654222942
1488,"('impossible', 'ADJ')",5,"[(5, 0.5362852752227786), (7, 0.10030110473388497)]",0.81483955866838
1494,"('inconnu', 'ADJ')",5,"[(5, 0.2722115792924968), (7, 0.12934104961498152), (8, 0.10600733754536584), (9, 0.113919221701463)]",0.7964442111007525
1495,"('indice', 'NOUN')",7,"[(7, 0.6620502832840577), (8, 0.17693902497261485)]",0.8360247730851628
1498,"('individu', 'NOUN')",7,"[(7, 0.7117917862748423), (8, 0.13096528054963932)]",0.7332021185577673
1502,"('indépendance', 'NOUN')",8,"[(7, 0.14937959970617545), (8, 0.7251036959696225)]",0.7460001641861195
1503,"('indépendant', 'ADJ')",9,"[(0, 0.11798665648849758), (9, 0.5477800147944296)]",0.8394433971052001
1504,"('infanterie', 'NOUN')",2,"[(2, 0.46961668337019524), (8, 0.15329601520937697)]",0.926849807680229
1507,"('infrastructure', 'NOUN')",8,"[(7, 0.1573993635297786), (8, 0.7100166904850183)]",0.7706641557059809
1508,"('inférieur', 'ADJ')",5,"[(0, 0.10189156998155177), (5, 0.3511607831961001), (7, 0.12013833467349828), (9, 0.13172867369421723)]",0.8092078636430846
1516,"('insecte', 'NOUN')",7,"[(5, 0.11313880006622011), (7, 0.5559171818564782), (8, 0.14186685359715276)]",0.7736953638133797
1520,"('instance', 'NOUN')",8,"[(7, 0.12896472970927653), (8, 0.615539444436643)]",0.8120094017660627
1521,"('institut', 'NOUN')",7,"[(7, 0.7967049302162321), (8, 0.13084650717003962)]",0.6451362229333556
1524,"('intention', 'NOUN')",8,"[(7, 0.1602978594829075), (8, 0.7262667090189774)]",0.7584946308045203
1528,"('internet', 'NOUN')",9,"[(0, 0.10813603179900869), (2, 0.14108993864730485), (7, 0.1393848277082849), (9, 0.22145217882787135)]",0.8117674601016317
1529,"('interprétation', 'NOUN')",8,"[(7, 0.1705899976472702), (8, 0.5756230129957154)]",0.8939010910716673
1535,"('interview', 'NOUN')",8,"[(7, 0.1309811634933636), (8, 0.7271259545359428)]",0.7183876472043725
1536,"('intituler', 'VERB')",5,"[(5, 0.2978931255492102), (7, 0.11763068049952019)]",0.8836629710343482
1537,"('introduction', 'NOUN')",8,"[(7, 0.16893665591266258), (8, 0.7100318117197446)]",0.7841850796039872
1541,"('intéressant', 'ADJ')",5,"[(0, 0.1414528313572569), (5, 0.2550611464054353), (7, 0.13801289329985147), (9, 0.11438609385495997)]",0.8269965823700663
1544,"('intérieur', 'NOUN')",7,"[(7, 0.68130580938041), (8, 0.190228998533749)]",0.8326328668647025
1546,"('invasion', 'NOUN')",8,"[(7, 0.11552335478579004), (8, 0.8268987104188601)]",0.5864601775947186
1548,"('investissement', 'NOUN')",7,"[(7, 0.7026352163625081), (8, 0.1029572546730963)]",0.6954359805041979
1549,"('investisseur', 'NOUN')",7,"[(7, 0.5757545329721435), (8, 0.17758367878640857)]",0.90136596108747
1553,"('islam', 'NOUN')",7,"[(7, 0.5288901142948021), (8, 0.21861976770935762)]",0.9655722916795195
1554,"('isoler', 'VERB')",5,"[(5, 0.3421454772182411), (7, 0.12096959844837187), (8, 0.11666778061964816)]",0.7947512579957036
1555,"('issu', 'ADJ')",5,"[(5, 0.5637566785070623), (7, 0.10033887402146043)]",0.7989741018648212
1556,"('issue', 'NOUN')",8,"[(7, 0.22575327279048302), (8, 0.5796490066687584)]",0.9407711803966637
1558,"('italien', 'NOUN')",7,"[(7, 0.6767508902712457), (8, 0.12588956557974912)]",0.7575967210616094
1560,"('janvier', 'NOUN')",7,"[(2, 0.12164758528510752), (5, 0.10934510594700862), (7, 0.16502249231002228), (8, 0.11272538594010645)]",0.7513897974749522
1567,"('jeudi', 'NOUN')",7,"[(3, 0.10989466539328711), (5, 0.12156417064965497), (7, 0.30285797293292915), (8, 0.11895317376256553)]",0.803481824832954
1569,"('jeune', 'NOUN')",7,"[(7, 0.7560669297592394), (8, 0.12225718355819239)]",0.6756929554118873
1570,"('jeunesse', 'NOUN')",8,"[(7, 0.10894551161084312), (8, 0.6771073954366882)]",0.7293450628098131
1576,"('journaliste', 'NOUN')",7,"[(7, 0.703060454848309), (8, 0.12178349981641345)]",0.7272818136809893
1582,"('juif', 'NOUN')",7,"[(7, 0.5232688047225899), (8, 0.17813328670628362)]",0.9322983082326597
1583,"('juillet', 'NOUN')",7,"[(2, 0.13141677579517308), (5, 0.10726143609318804), (7, 0.16535667929257533), (8, 0.11145866850502226)]",0.7561815990957627
1584,"('juin', 'NOUN')",7,"[(2, 0.1305338452717442), (5, 0.10890830006508896), (7, 0.16904954504659908), (8, 0.1134029930970876)]",0.7607421331470069
1586,"('jusque', 'ADP')",1,"[(0, 0.10534137851908024), (1, 0.2691575044542564), (3, 0.13063719504847476)]",0.7793686467143228
1590,"('kg', 'NOUN')",6,"[(2, 0.16024655035170474), (6, 0.16632685608097955), (7, 0.15507698906091869), (8, 0.10186948827061233)]",0.803212753298724
1591,"('kilomètre', 'NOUN')",7,"[(2, 0.13019335912841143), (5, 0.1404450623940835), (6, 0.10711606161748834), (7, 0.2322229966870746), (8, 0.12885122488372466)]",0.8596061068296478
1592,"('km', 'NOUN')",7,"[(2, 0.12222938544519354), (5, 0.13555829394323704), (6, 0.11734696447813922), (7, 0.20207061905783727), (8, 0.12388355343722983)]",0.8456932520227434
1601,"('large', 'NOUN')",7,"[(7, 0.6407178512616848), (8, 0.13362407524945777)]",0.7995045921665257
1604,"('latin', 'NOUN')",7,"[(7, 0.6593869705354646), (8, 0.11996881396672503)]",0.7631783162821397
1606,"('le', 'DET')",1,"[(0, 0.19328428532442157), (1, 0.25752429390526227)]",0.9623480064923841
1610,"('lendemain', 'NOUN')",7,"[(7, 0.7016367544494676), (8, 0.13622114533337495)]",0.7504482939978426
1611,"('lequel', 'PRON')",3,"[(2, 0.14528886411168004), (3, 0.15458798643613852), (7, 0.12723200609465182), (8, 0.11918677600004228)]",0.7824592352038857
1616,"('libre', 'ADJ')",9,"[(0, 0.14869101013471736), (9, 0.6837335780626703)]",0.7838660282644546
1622,"('lien', 'NOUN')",7,"[(7, 0.786311670526287), (8, 0.10795077972640836)]",0.6194037872239875
1624,"('lieu', 'NOUN')",7,"[(5, 0.12105898057621046), (7, 0.5148432145166054), (8, 0.12501048196106698)]",0.780398648267924
1631,"('lit', 'NOUN')",7,"[(7, 0.7847697175849087), (8, 0.10840794768588496)]",0.6218986530395157
1637,"('localité', 'NOUN')",8,"[(7, 0.14837395058906983), (8, 0.6347234384359377)]",0.8246791461778624
1642,"('loin', 'ADV')",3,"[(3, 0.27660756361615596), (5, 0.25107421491255777)]",1.013449963421158
1644,"('long', 'NOUN')",2,"[(2, 0.34886605299163936), (6, 0.11171958569426638)]",0.8832789168338121
1648,"('lors', 'ADV')",3,"[(3, 0.22303066608371797), (5, 0.20743510617846608), (7, 0.1148173016712181), (8, 0.11684537546818569)]",0.8369763683630075
1649,"('lorsque', 'SCONJ')",3,"[(1, 0.12227180620191572), (3, 0.36855139380378343)]",0.9014450627817976
1652,"('lui', 'PRON')",3,"[(3, 0.23185981124407995), (5, 0.1243183211768148), (7, 0.12462775396739553), (8, 0.10398887295871145)]",0.7884239226951043
1653,"('lui-même', 'PRON')",5,"[(3, 0.1415662386136584), (5, 0.15048614168084065), (7, 0.14083101662583367), (8, 0.11390070183743604)]",0.7828502368767185
1655,"('lundi', 'NOUN')",7,"[(7, 0.5215557112406973), (8, 0.1332134464332274)]",0.8772062750399361
1662,"('léger', 'ADJ')",9,"[(0, 0.3073733736813865), (9, 0.40142803550543643)]",1.0517248841257725
1664,"('légèrement', 'ADV')",3,"[(1, 0.11917437402384522), (3, 0.5084476459888086)]",0.8618866494004987
1666,"('madame', 'NOUN')",4,"[(2, 0.1158540398585054), (4, 0.39715070652194795), (8, 0.12611085411818995)]",0.7988110194904557
1668,"('magazine', 'NOUN')",7,"[(7, 0.7781843355248969), (8, 0.10909861656310764)]",0.6302710581696731
1669,"('magnifique', 'ADJ')",0,"[(0, 0.6059041761686954), (9, 0.14658581139357454)]",0.8440403012019518
1670,"('mai', 'NOUN')",7,"[(2, 0.1282677667130936), (5, 0.10734116988774224), (7, 0.16258020708417847), (8, 0.11187225114440594)]",0.7526240003916674
1671,"('maillot', 'NOUN')",7,"[(7, 0.7758039323456525), (8, 0.11084227341404634)]",0.6358764088347985
1676,"('mais', 'CCONJ')",3,"[(1, 0.1625117187573395), (3, 0.32895226400423516)]",0.953661505263733
1679,"('majorité', 'NOUN')",8,"[(7, 0.10267367198316668), (8, 0.821106182825044)]",0.5706553262703982
1683,"('malgré', 'ADP')",1,"[(1, 0.472779770765303), (3, 0.10165703446609216)]",0.8462484302053619
1690,"('manque', 'NOUN')",7,"[(7, 0.682822390985309), (8, 0.149280770891935)]",0.7854490189407172
1695,"('mardi', 'NOUN')",7,"[(5, 0.11030642367092794), (7, 0.34807500850640527), (8, 0.12034012161659224)]",0.7876467996865725
1696,"('mari', 'NOUN')",7,"[(5, 0.12714644986092716), (7, 0.37301059953868687), (8, 0.20571998598225913)]",0.8696108710954876
1705,"('mars', 'NOUN')",7,"[(2, 0.1242519125096211), (5, 0.11099436689820197), (7, 0.16903393507554565), (8, 0.11480181530143029)]",0.7589260163473052
1706,"('maréchal', 'NOUN')",7,"[(7, 0.744321737240726), (8, 0.10418900914196316)]",0.6570224292616142
1712,"('matin', 'NOUN')",7,"[(7, 0.648830284984027), (8, 0.10924178684606384)]",0.7538888252741923
1719,"('membre', 'NOUN')",7,"[(5, 0.14152028263886177), (7, 0.6147127621709063), (8, 0.12012830046778018)]",0.7558726324295464
1723,"('mention', 'NOUN')",8,"[(7, 0.14385705876050198), (8, 0.6293282263325801)]",0.8228741184348161
1727,"('merci', 'INTJ')",5,"[(4, 0.10103250658185328), (5, 0.2829354382123309), (7, 0.11613549327757898), (8, 0.11282233720439247)]",0.78268051386799
1728,"('mercredi', 'NOUN')",7,"[(5, 0.1162066255467692), (7, 0.4076944595496104), (8, 0.12835586201033344)]",0.8004899588124259
1737,"('militaire', 'NOUN')",7,"[(7, 0.7396919938648422), (8, 0.11450247761338554)]",0.6797661964024733
1738,"('militant', 'NOUN')",7,"[(7, 0.6918618737150283), (8, 0.12387139596708663)]",0.7409209256714617
1739,"('milliard', 'NOUN')",7,"[(2, 0.1039371368155232), (5, 0.15353449371148303), (7, 0.22010922487836096), (8, 0.13292301779677573)]",0.8110895751562843
1740,"('millier', 'NOUN')",7,"[(7, 0.42617622093042845), (8, 0.1898753254615822)]",0.9795080080475685
1741,"('million', 'NOUN')",7,"[(5, 0.1653714983042354), (7, 0.2276163853840975), (8, 0.13210115235298628)]",0.8209330200789295
1742,"('mine', 'NOUN')",8,"[(2, 0.10188132324411106), (7, 0.12390293988685006), (8, 0.6172601318015566)]",0.7183962104533403
1745,"('minute', 'NOUN')",8,"[(2, 0.10236441082353676), (5, 0.10187584992563933), (7, 0.1555303839678123), (8, 0.3415788569593842)]",0.8095970671176668
1746,"('mise', 'NOUN')",8,"[(7, 0.10531812448415905), (8, 0.8055697321055663)]",0.5932585104299989
1749,"('mm', 'NOUN')",7,"[(2, 0.13318365283902706), (5, 0.12844036003970827), (6, 0.13191199797278313), (7, 0.17912811045203703), (8, 0.1140090680549687)]",0.8418521580134802
1754,"('modification', 'NOUN')",8,"[(7, 0.1292741847971655), (8, 0.7511385811682727)]",0.6916587729861237
1757,"('moi', 'PRON')",3,"[(3, 0.22667696780911692), (5, 0.11623087300705227), (7, 0.11142462354470774), (8, 0.10688001877374319)]",0.771906660133401
1758,"('moine', 'NOUN')",7,"[(7, 0.7533445618630958), (8, 0.12518494011363038)]",0.6831181283221348
1760,"('moins', 'PRON')",7,"[(2, 0.13677385367908368), (5, 0.17724911998317258), (7, 0.19644953527058498), (8, 0.17273278702126268)]",0.8669084404542339
1765,"('monde', 'NOUN')",7,"[(7, 0.7686616777891139), (8, 0.10892098402856273)]",0.6401677897953437
1768,"('monsieur', 'NOUN')",7,"[(4, 0.2163121865302741), (5, 0.15569519022678793), (7, 0.26697165556010427), (8, 0.11210163774569529)]",0.8790595012341376
1769,"('mont', 'NOUN')",7,"[(7, 0.7165635376146425), (8, 0.1299586924874014)]",0.7271298666692028
1770,"('montagne', 'NOUN')",8,"[(7, 0.12470423554087288), (8, 0.7301419523652307)]",0.7058416268674647
1775,"('morceau', 'NOUN')",7,"[(7, 0.6548896263485982), (8, 0.15421897382191588)]",0.8158461101404135
1776,"('mort', 'ADJ')",5,"[(0, 0.11615416811422268), (5, 0.2230504151396117), (7, 0.11525061277861996), (9, 0.19732371305511612)]",0.8324139100135143
1780,"('motif', 'NOUN')",7,"[(7, 0.8287674500175115), (8, 0.1000239072418996)]",0.5568011848340537
1783,"('moyen', 'ADJ')",0,"[(0, 0.5611267877755433), (9, 0.3029900760387451)]",0.9897041669786527
1784,"('moyen', 'NOUN')",7,"[(7, 0.7976976022401205), (8, 0.10151311931826969)]",0.5951380232955654
1786,"('multiple', 'ADJ')",0,"[(0, 0.2695769060071802), (1, 0.15364884343701757)]",0.9250361670510013
1796,"('mère', 'NOUN')",8,"[(7, 0.12621425694169558), (8, 0.6944011579290622)]",0.7422477264885866
1797,"('mètre', 'NOUN')",7,"[(2, 0.140018699571753), (5, 0.12390865588089035), (6, 0.135941762757278), (7, 0.19183593479564837), (8, 0.11648337310876578)]",0.8527698393093927
1799,"('médaille', 'NOUN')",8,"[(7, 0.12626958338464803), (8, 0.7692271496841174)]",0.6681344972148235
1801,"('médecine', 'NOUN')",8,"[(2, 0.28261687312885597), (7, 0.10084563507272211), (8, 0.3654221220194336)]",0.8705165563828866
1802,"('média', 'NOUN')",7,"[(7, 0.6369552341294356), (8, 0.1597221964300352)]",0.8371727285432657
1805,"('mélange', 'NOUN')",7,"[(7, 0.7729020101901939), (8, 0.11465440748098361)]",0.6454966156319683
1807,"('ménage', 'NOUN')",7,"[(7, 0.6762509667003651), (8, 0.1401085230329718)]",0.7789166910886139
1809,"('métal', 'NOUN')",7,"[(2, 0.10158779099943527), (7, 0.6267102611581832), (8, 0.10911859208674253)]",0.6980536328799716
1812,"('métrage', 'NOUN')",7,"[(5, 0.11818200132597984), (7, 0.4936329098264029), (8, 0.14407401531128275)]",0.8010112751367494
1813,"('métro', 'NOUN')",7,"[(7, 0.6943117202168511), (8, 0.12318946380547789)]",0.7376086380171769
1816,"('naissance', 'NOUN')",8,"[(7, 0.11355622658005772), (8, 0.6561264624061233)]",0.7552934635527816
1818,"('nation', 'NOUN')",8,"[(7, 0.19665648999483068), (8, 0.5032052391669203)]",0.9599716144255888
1826,"('naître', 'VERB')",5,"[(5, 0.4128816682461233), (7, 0.11991013147672387)]",0.8938414222523693
1828,"('net', 'ADJ')",0,"[(0, 0.6720670254063804), (9, 0.1732626451708756)]",0.8234870553998797
1830,"('ni', 'CCONJ')",1,"[(0, 0.12430950476577105), (1, 0.4215934518056423), (3, 0.12380463113379739)]",0.802788352125946
1832,"('noblesse', 'NOUN')",8,"[(7, 0.11958106013464326), (8, 0.7172066921282623)]",0.7103177803718482
1834,"('noir', 'NOUN')",7,"[(7, 0.4897402370645903), (8, 0.13175533682698415)]",0.8896504268996696
1837,"('nombreux', 'ADJ')",0,"[(0, 0.31161640643996386), (1, 0.21712408104202127)]",1.0026007025708505
1839,"('non', 'ADV')",3,"[(1, 0.14521808462196545), (3, 0.3689478959989708)]",0.934980202788565
1840,"('nord', 'NOUN')",7,"[(7, 0.749793761590952), (8, 0.11284394788701718)]",0.6666775291418878
1841,"('nord-est', 'NOUN')",7,"[(7, 0.7479586503087815), (8, 0.12081354945276027)]",0.6817500518763232
1842,"('nord-ouest', 'NOUN')",7,"[(7, 0.6438603747397746), (8, 0.14448770178683493)]",0.812229868376392
1843,"('normal', 'ADJ')",9,"[(0, 0.10172118541829542), (9, 0.6673142482699012)]",0.7248251648639703
1848,"('notion', 'NOUN')",8,"[(7, 0.1361463954466143), (8, 0.7208538387309932)]",0.7320643292236027
1851,"('nous', 'PRON')",3,"[(1, 0.12160538827200282), (3, 0.2187040633737025), (5, 0.11587780503320243), (7, 0.10577162274714735)]",0.7761789773541241
1854,"('novembre', 'NOUN')",7,"[(2, 0.1301076494170574), (5, 0.10714663392280216), (7, 0.1659975246831742), (8, 0.11004044387237283)]",0.7542433096627793
1855,"('nuage', 'NOUN')",7,"[(7, 0.7649888155084249), (8, 0.11090993119304611)]",0.647526240908645
1858,"('nul', 'ADJ')",9,"[(0, 0.14404352438773932), (5, 0.10075870894639412), (9, 0.44734518028544334)]",0.7920937481840336
1860,"('numéro', 'NOUN')",7,"[(7, 0.5732461494681454), (8, 0.1268826811526935)]",0.838098279757895
1861,"('n°', 'NOUN')",7,"[(7, 0.4686709337295147), (8, 0.19317155939740452)]",0.9706343715944284
1868,"('négociation', 'NOUN')",8,"[(7, 0.20430868673532285), (8, 0.5321714707977528)]",0.9524031645029224
1871,"('objet', 'NOUN')",7,"[(7, 0.8258853860778435), (8, 0.10744846358742442)]",0.5737328169042433
1874,"('observation', 'NOUN')",8,"[(7, 0.13185818296848645), (8, 0.6372285817243728)]",0.7996868962181121
1877,"('occasion', 'NOUN')",8,"[(7, 0.1298448650262854), (8, 0.7839998069064961)]",0.6576537655102286
1878,"('occidental', 'ADJ')",9,"[(0, 0.14187107452931227), (9, 0.39190218936058113)]",0.9293302587674656
1881,"('octobre', 'NOUN')",7,"[(2, 0.12584331821782477), (5, 0.11047348458514947), (7, 0.16995891602855404), (8, 0.11409802279384092)]",0.7596378983230427
1882,"('océan', 'NOUN')",7,"[(7, 0.6888383009582857), (8, 0.16140101587140315)]",0.7951225797830975
1883,"('office', 'NOUN')",7,"[(7, 0.7830309122923428), (8, 0.10872334718606812)]",0.6243517623604886
1890,"('olympique', 'ADJ')",9,"[(0, 0.10898952074959721), (9, 0.46268972725099233)]",0.8629768591678217
1891,"('on', 'PRON')",3,"[(3, 0.22103888321039544), (5, 0.12284842049202434), (7, 0.12808291679891748), (8, 0.10062861820913745)]",0.7830404162713388
1892,"('oncle', 'NOUN')",7,"[(7, 0.4306771028748354), (8, 0.19496491680666966)]",0.983277522108344
1894,"('opportunité', 'NOUN')",8,"[(7, 0.21793298395191996), (8, 0.6004126954119731)]",0.9209140861265591
1898,"('opérateur', 'NOUN')",7,"[(7, 0.8166812347214736), (8, 0.1012600844790915)]",0.5731469154949741
1901,"('or', 'CCONJ')",3,"[(1, 0.13202439647200778), (3, 0.2618477992962947)]",0.8918636383527543
1903,"('orchestre', 'NOUN')",7,"[(2, 0.11294385350445267), (7, 0.5498755584553441), (8, 0.15010966331703582)]",0.7826618775000719
1909,"('organisme', 'NOUN')",7,"[(7, 0.7410833779547721), (8, 0.1240830805289714)]",0.6939317978635522
1913,"('originaire', 'ADJ')",5,"[(5, 0.3108888663010427), (7, 0.12414023902590902)]",0.8976690590816551
1917,"('otage', 'NOUN')",7,"[(7, 0.7651366418809193), (8, 0.10453656750986057)]",0.6360757590553248
1918,"('ou', 'CCONJ')",1,"[(0, 0.11296099716071208), (1, 0.3782219585002973), (3, 0.13191052032294825)]",0.8021692352659999
1920,"('ouest', 'NOUN')",7,"[(7, 0.5786885088621242), (8, 0.17569185824288125)]",0.8974568080081495
1921,"('outil', 'NOUN')",7,"[(7, 0.7924527566976234), (8, 0.11069354031956279)]",0.617441168563204
1923,"('ouvert', 'ADJ')",5,"[(0, 0.10462137505974863), (5, 0.30077672125918786), (7, 0.12737705236236957), (9, 0.1655428245472432)]",0.8351248878433839
1926,"('ouvrier', 'NOUN')",7,"[(7, 0.5003955179230665), (8, 0.16880139357977317)]",0.9330705534246639
1928,"('où', 'PRON')",3,"[(1, 0.11921908568817936), (3, 0.3184845237749161)]",0.8915253966649886
1929,"('page', 'NOUN')",8,"[(7, 0.103748443225893), (8, 0.7770351166130499)]",0.6219375016134384
1935,"('papillon', 'NOUN')",7,"[(7, 0.7096147121432163), (8, 0.13486951410949344)]",0.7410047312159366
1936,"('par', 'ADP')",1,"[(1, 0.425218195731198), (3, 0.11529134454309381)]",0.8839242814214551
1937,"('parallèle', 'NOUN')",7,"[(7, 0.5134442686004413), (8, 0.25678548448203037)]",0.9974397490847939
1942,"('parent', 'NOUN')",7,"[(7, 0.44679483410096016), (8, 0.1845684646896827)]",0.9692524398863686
1943,"('parfait', 'ADJ')",5,"[(0, 0.2191854532658631), (5, 0.2507526720787525), (7, 0.11445717596859817), (8, 0.10037332415671744), (9, 0.12979012831193953)]",0.8844066034614331
1948,"('parlement', 'NOUN')",7,"[(7, 0.7955488373928477), (8, 0.1005976631269996)]",0.5958266799171054
1953,"('parole', 'NOUN')",8,"[(7, 0.12489452563020055), (8, 0.7771784787394009)]",0.6574816153203035
1961,"('particularité', 'NOUN')",8,"[(7, 0.10602405898347983), (8, 0.8088196460765543)]",0.590844577872969
1967,"('partisan', 'NOUN')",7,"[(5, 0.10673192234669662), (7, 0.5689235092419958), (8, 0.17818378953881972)]",0.7892139804117281
1972,"('passe', 'NOUN')",8,"[(7, 0.18170818879411024), (8, 0.5481977658376364)]",0.9224719542697833
1974,"('passé', 'NOUN')",7,"[(7, 0.7606042596847201), (8, 0.11522961291340596)]",0.6594916336619535
1975,"('patient', 'NOUN')",7,"[(7, 0.6506640722894292), (8, 0.172191908967066)]",0.8404293102730506
1977,"('patron', 'NOUN')",7,"[(7, 0.7657104010662965), (8, 0.10272712496991272)]",0.6321620111045078
1978,"('pauvre', 'ADJ')",5,"[(5, 0.3449385499282108), (7, 0.19302750219461395), (8, 0.1253913508880157)]",0.8601907407634697
1991,"('performance', 'NOUN')",8,"[(7, 0.1178076283369394), (8, 0.7646362833477602)]",0.6595271920466715
1996,"('personne', 'NOUN')",8,"[(7, 0.12233758640958936), (8, 0.7139684225758659)]",0.7178496902556046
